,1099 HK Equity,,1066 HK Equity,,874 HK Equity,,460 HK Equity,,867 HK Equity,,1666 HK Equity,,2877 HK Equity,,853 HK Equity,,325 HK Equity,,8058 HK Equity,,8231 HK Equity,,963 HK Equity
,,4/18/2012,1.07,4/18/2012,0.90197,,,,,4/18/2012,1.4612,4/18/2012,1.49985,,,,,4/18/2012,0.8891,4/18/2012,0.25771,9/11/2012,0.31595
,,4/19/2012,1.11,4/19/2012,0.90944,,,,,4/19/2012,1.4350,4/19/2012,1.49942,,,,,4/19/2012,0.8901,4/19/2012,0.25763,9/12/2012,0.31595
,,4/20/2012,1.11,4/20/2012,0.90062,,,,,4/20/2012,1.4482,4/20/2012,1.52036,,,,,4/20/2012,0.8903,4/20/2012,0.25254,9/13/2012,0.32886
,,4/23/2012,1.07,4/23/2012,0.91736,,,,,4/23/2012,1.4224,4/23/2012,1.51261,,,,,4/23/2012,0.8697,4/23/2012,0.25253,9/14/2012,0.32894
,,4/24/2012,1.09,4/24/2012,0.87888,,,,,4/24/2012,1.4150,4/24/2012,1.52064,,,,,4/24/2012,0.8763,4/24/2012,0.25258,9/17/2012,0.34184
,,4/25/2012,1.09,4/25/2012,0.88915,,,,,4/25/2012,1.4072,4/25/2012,1.52058,,,,,4/25/2012,0.8814,4/25/2012,0.25257,9/18/2012,0.33151
,,4/26/2012,1.15,4/26/2012,0.88281,,,,,4/26/2012,1.4099,4/26/2012,1.53622,,,,,4/26/2012,0.8712,4/26/2012,0.2526,9/19/2012,0.356
,,4/27/2012,1.14,4/27/2012,0.94724,,,,,4/27/2012,1.4151,4/27/2012,1.54909,,,,,4/27/2012,0.8635,4/27/2012,0.2526,9/20/2012,0.38176
,,4/30/2012,1.16,4/30/2012,0.97703,,,,,4/30/2012,1.4540,4/30/2012,1.56737,,,,,4/30/2012,0.8520,4/30/2012,0.25264,9/21/2012,0.38693
,,5/2/2012,1.13,5/2/2012,0.99771,,,,,5/2/2012,1.4514,5/2/2012,1.55714,,,,,5/2/2012,0.8572,5/2/2012,0.25265,9/24/2012,0.39856
,,5/3/2012,1.14,5/3/2012,1.10448,,,,,5/3/2012,1.4460,5/3/2012,1.5388,,,,,5/3/2012,0.8622,5/3/2012,0.25131,9/25/2012,0.39981
,,5/4/2012,1.12,5/4/2012,1.13636,,,,,5/4/2012,1.4379,5/4/2012,1.5435,,,,,5/4/2012,0.8658,5/4/2012,0.25124,9/26/2012,0.40237
,,5/7/2012,1.06,5/7/2012,1.1402,,,,,5/7/2012,1.4198,5/7/2012,1.45069,,,,,5/7/2012,0.8593,5/7/2012,0.24994,9/27/2012,0.45783
,,5/8/2012,1.08,5/8/2012,1.18788,,,,,5/8/2012,1.4250,5/8/2012,1.4636,,,,,5/8/2012,0.8284,5/8/2012,0.24221,9/28/2012,0.52874
,,5/9/2012,1.06,5/9/2012,1.17858,,,,,5/9/2012,1.4169,5/9/2012,1.39884,,,,,5/9/2012,0.8308,5/9/2012,0.24216,10/3/2012,0.55707
,,5/10/2012,1.07,5/10/2012,1.2262,,,,,5/10/2012,1.4271,5/10/2012,1.37046,,,,,5/10/2012,0.8321,5/10/2012,0.24473,10/4/2012,0.53259
,,5/11/2012,1.06,5/11/2012,1.33414,,,,,5/11/2012,1.4191,5/11/2012,1.38565,,,,,5/11/2012,0.8177,5/11/2012,0.24468,10/5/2012,0.53404
,,5/14/2012,1.08,5/14/2012,1.5298,,,,,5/14/2012,1.4757,5/14/2012,1.39073,,,,,5/14/2012,0.8229,5/14/2012,0.24724,10/8/2012,0.53533
,,5/15/2012,1.1,5/15/2012,1.3311,,,,,5/15/2012,1.4830,5/15/2012,1.39289,,,,,5/15/2012,0.7724,5/15/2012,0.24717,10/9/2012,0.5276
,,5/16/2012,1.06,5/16/2012,1.34399,,,,,5/16/2012,1.3620,5/16/2012,1.39549,,,,,5/16/2012,0.7441,5/16/2012,0.24717,10/10/2012,0.52885
,,5/17/2012,1.07,5/17/2012,1.26783,,,,,5/17/2012,1.3026,5/17/2012,1.44931,,,,,5/17/2012,0.7916,5/17/2012,0.24713,10/11/2012,0.52758
,,5/18/2012,1.07,5/18/2012,1.26189,,,,,5/18/2012,1.3546,5/18/2012,1.35461,,,,,5/18/2012,0.7533,5/18/2012,0.24723,10/12/2012,0.5315
,,5/21/2012,1.06,5/21/2012,1.2826,,,,,5/21/2012,1.3727,5/21/2012,1.4294,,,,,5/21/2012,0.7083,5/21/2012,0.24725,10/15/2012,0.52896
,,5/22/2012,1.03,5/22/2012,1.39347,,,,,5/22/2012,1.3909,5/22/2012,1.48877,,,,,5/22/2012,0.7354,5/22/2012,0.24727,10/16/2012,0.53539
,,5/23/2012,1.01,5/23/2012,1.47849,,,,,5/23/2012,1.3909,5/23/2012,1.47076,,,,,5/23/2012,0.7392,5/23/2012,0.24727,10/17/2012,0.52765
,,5/24/2012,1.01,5/24/2012,1.46835,,,,,5/24/2012,1.3653,5/24/2012,1.48123,,,,,5/24/2012,0.7187,5/24/2012,0.2473,10/18/2012,0.529
,,5/25/2012,1.03,5/25/2012,1.44534,,,,,5/25/2012,1.3423,5/25/2012,1.47883,,,,,5/25/2012,0.6827,5/25/2012,0.24733,10/19/2012,0.52645
,,5/28/2012,1.02,5/28/2012,1.42217,,,,,5/28/2012,1.3423,5/28/2012,1.46597,,,,,5/28/2012,0.6956,5/28/2012,0.24733,10/22/2012,0.52644
,,5/29/2012,1.03,5/29/2012,1.49923,,,,,5/29/2012,1.3962,5/29/2012,1.53787,,,,,5/29/2012,0.6904,5/29/2012,0.2473,10/24/2012,0.54063
,,5/30/2012,1.01,5/30/2012,1.58413,,,,,5/30/2012,1.4141,5/30/2012,1.53004,,,,,5/30/2012,0.6813,5/30/2012,0.23569,10/25/2012,0.54191
,,5/31/2012,1.03,5/31/2012,1.63626,,,,,5/31/2012,1.4559,5/31/2012,1.53577,,,,,5/31/2012,0.7086,5/31/2012,0.23706,10/26/2012,0.54192
,,6/1/2012,1.03,6/1/2012,1.54879,,,,,6/1/2012,1.5204,6/1/2012,1.49467,,,,,6/1/2012,0.6855,6/1/2012,0.23709,10/29/2012,0.54191
,,6/4/2012,0.97,6/4/2012,1.7142,,,,,6/4/2012,1.4590,6/4/2012,1.38167,,,,,6/4/2012,0.6548,6/4/2012,0.23715,10/30/2012,0.54838
,,6/5/2012,1.01,6/5/2012,1.65739,,,,,6/5/2012,1.4770,6/5/2012,1.39963,,,,,6/5/2012,0.6702,6/5/2012,0.23714,10/31/2012,0.55482
,,6/6/2012,0.96,6/6/2012,1.60346,,,,,6/6/2012,1.5107,6/6/2012,1.39981,,,,,6/6/2012,0.6703,6/6/2012,0.23717,11/1/2012,0.5858
,,6/7/2012,0.99,6/7/2012,1.63184,,,,,6/7/2012,1.5726,6/7/2012,1.39725,,,,,6/7/2012,0.6741,6/7/2012,0.23202,11/2/2012,0.61676
,,6/8/2012,1.02,6/8/2012,1.6112,,,,,6/8/2012,1.6396,6/8/2012,1.3895,,,,,6/8/2012,0.6754,6/8/2012,0.23201,11/5/2012,0.60644
,,6/11/2012,1.02,6/11/2012,1.6314,,,,,6/11/2012,1.6649,6/11/2012,1.43038,,,,,6/11/2012,0.7023,6/11/2012,0.22551,11/6/2012,0.60126
,,6/12/2012,1.01,6/12/2012,1.67534,,,,,6/12/2012,1.5903,6/12/2012,1.43049,,,,,6/12/2012,0.6817,6/12/2012,0.22553,11/7/2012,0.60641
,,6/13/2012,1.04,6/13/2012,1.66796,,,,,6/13/2012,1.5984,6/13/2012,1.47718,,,,,6/13/2012,0.6767,6/13/2012,0.22557,11/8/2012,0.58699
,,6/14/2012,1.01,6/14/2012,1.62141,,,,,6/14/2012,1.6317,6/14/2012,1.48478,,,,,6/14/2012,0.6818,6/14/2012,0.2088,11/9/2012,0.59733
,,6/15/2012,1.04,6/15/2012,1.63696,,,,,6/15/2012,1.6163,6/15/2012,1.51837,,,,,6/15/2012,0.6806,6/15/2012,0.21654,11/12/2012,0.5935
,,6/18/2012,1.04,6/18/2012,1.63675,,,,,6/18/2012,1.6110,6/18/2012,1.52076,,,,,6/18/2012,0.6985,6/18/2012,0.22811,11/13/2012,0.57028
,,6/19/2012,1.09,6/19/2012,1.83531,,,,,6/19/2012,1.6471,6/19/2012,1.5131,,,,,6/19/2012,0.6882,6/19/2012,0.22297,11/14/2012,0.56771
,,6/20/2012,1.15,6/20/2012,1.77349,,,,,6/20/2012,1.6627,6/20/2012,1.49767,,,,,6/20/2012,0.6896,6/20/2012,0.2204,11/15/2012,0.57147
,,6/21/2012,1.14,6/21/2012,1.74751,,,,,6/21/2012,1.6315,6/21/2012,1.46399,,,,,6/21/2012,0.6869,6/21/2012,0.21393,11/16/2012,0.58051
,,6/22/2012,1.12,6/22/2012,1.7163,,,,,6/22/2012,1.6261,6/22/2012,1.42767,,,,,6/22/2012,0.6752,6/22/2012,0.21905,11/19/2012,0.59469
,,6/25/2012,1.09,6/25/2012,1.7061,,,,,6/25/2012,1.5669,6/25/2012,1.39426,,,,,6/25/2012,0.6778,6/25/2012,0.21648,11/20/2012,0.59224
,,6/26/2012,1.11,6/26/2012,1.69601,,,,,6/26/2012,1.5414,6/26/2012,1.41764,,,,,6/26/2012,0.6934,6/26/2012,0.20878,11/21/2012,0.58707
,,6/27/2012,1.12,6/27/2012,1.68589,,,,,6/27/2012,1.5261,6/27/2012,1.42296,,,,,6/27/2012,0.7153,6/27/2012,0.21267,11/22/2012,0.60252
,,6/28/2012,1.09,6/28/2012,1.75794,,,,,6/28/2012,1.5698,6/28/2012,1.42027,,,,,6/28/2012,0.7063,6/28/2012,0.21265,11/23/2012,0.60127
,,6/29/2012,1.1,6/29/2012,1.77372,,,,,6/29/2012,1.6113,6/29/2012,1.43599,,,,,6/29/2012,0.6974,6/29/2012,0.22429,11/26/2012,0.58839
,,7/3/2012,1.13,7/3/2012,1.73056,,,,,7/3/2012,1.6738,7/3/2012,1.43397,,,,,7/3/2012,0.6938,7/3/2012,0.22438,11/27/2012,0.58966
,,7/4/2012,1.1,7/4/2012,1.82578,,,,,7/4/2012,1.7484,7/4/2012,1.45185,,,,,7/4/2012,0.7001,7/4/2012,0.21791,11/28/2012,0.59611
,,7/5/2012,1.13,7/5/2012,1.77947,,,,,7/5/2012,1.7408,7/5/2012,1.44163,,,,,7/5/2012,0.6976,7/5/2012,0.22437,11/29/2012,0.59225
,,7/6/2012,1.12,7/6/2012,1.8754,,,,,7/6/2012,1.7567,7/6/2012,1.53747,,,,,7/6/2012,0.7094,7/6/2012,0.22314,11/30/2012,0.59612
,,7/9/2012,1.13,7/9/2012,1.97024,,,,,7/9/2012,1.7820,7/9/2012,1.50347,,,,,7/9/2012,0.7092,7/9/2012,0.21662,12/3/2012,0.59096
,,7/10/2012,1.11,7/10/2012,2.01945,,,,,7/10/2012,1.7615,7/10/2012,1.48815,,,,,7/10/2012,0.7054,7/10/2012,0.21407,12/4/2012,0.59096
,,7/11/2012,1.13,7/11/2012,2.17414,,,,,7/11/2012,1.8672,7/11/2012,1.62222,,,,,7/11/2012,0.7479,7/11/2012,0.21406,12/5/2012,0.59354
,,7/12/2012,1.1,7/12/2012,2.16562,,,,,7/12/2012,1.8434,7/12/2012,1.66031,,,,,7/12/2012,0.7734,7/12/2012,0.21398,12/6/2012,0.59096
,,7/13/2012,1.1,7/13/2012,2.28943,,,,,7/13/2012,1.7996,7/13/2012,1.57011,,,,,7/13/2012,0.7709,7/13/2012,0.21528,12/7/2012,0.58709
,,7/16/2012,1.14,7/16/2012,2.26359,,,,,7/16/2012,1.8150,7/16/2012,1.53914,,,,,7/16/2012,0.7477,7/16/2012,0.21012,12/10/2012,0.58967
,,7/17/2012,1.12,7/17/2012,2.1168,,,,,7/17/2012,1.7971,7/17/2012,1.50832,,,,,7/17/2012,0.7477,7/17/2012,0.19982,12/11/2012,0.58451
,,7/18/2012,1.09,7/18/2012,2.10157,,,,,7/18/2012,1.7689,7/18/2012,1.46465,,,,,7/18/2012,0.7607,7/18/2012,0.20629,12/12/2012,0.58967
,,7/19/2012,1.13,7/19/2012,2.04753,,,,,7/19/2012,1.8361,7/19/2012,1.4441,,,,,7/19/2012,0.7672,7/19/2012,0.2063,12/13/2012,0.57548
,,7/20/2012,1.11,7/20/2012,2.07041,,,,,7/20/2012,1.8925,7/20/2012,1.49544,,,,,7/20/2012,0.7658,7/20/2012,0.2024,12/14/2012,0.56644
,,7/23/2012,1.1,7/23/2012,2.04463,,,,,7/23/2012,1.8770,7/23/2012,1.43098,,,,,7/23/2012,0.7426,7/23/2012,0.21271,12/17/2012,0.56772
,,7/24/2012,1.11,7/24/2012,2.07009,,,,,7/24/2012,1.8690,7/24/2012,1.37663,,,,,7/24/2012,0.7218,7/24/2012,0.21268,12/18/2012,0.56644
,,7/25/2012,1.07,7/25/2012,1.91016,,,,,7/25/2012,1.7993,7/25/2012,1.39202,,,,,7/25/2012,0.7218,7/25/2012,0.21911,12/19/2012,0.57677
,,7/26/2012,1.08,7/26/2012,1.75034,,,,,7/26/2012,1.8174,7/26/2012,1.40491,,,,,7/26/2012,0.7476,7/26/2012,0.21654,12/20/2012,0.57419
,,7/27/2012,1.09,7/27/2012,1.79957,,,,,7/27/2012,1.8150,7/27/2012,1.39738,,,,,7/27/2012,0.7477,7/27/2012,0.21657,12/21/2012,0.56773
,,7/30/2012,1.09,7/30/2012,1.72007,,,,,7/30/2012,1.8284,7/30/2012,1.40545,,,,,7/30/2012,0.7466,7/30/2012,0.21662,12/24/2012,0.55481
,,7/31/2012,1.12,7/31/2012,1.74611,,,,,7/31/2012,1.8570,7/31/2012,1.42113,,,,,7/31/2012,0.7634,7/31/2012,0.21665,12/27/2012,0.55728
,,8/1/2012,1.1,8/1/2012,1.90852,,,,,8/1/2012,1.8750,8/1/2012,1.43913,,,,,8/1/2012,0.7505,8/1/2012,0.21664,12/28/2012,0.53794
,,8/2/2012,1.08,8/2/2012,1.91638,,,,,8/2/2012,1.8751,8/2/2012,1.43664,,,,,8/2/2012,0.7622,8/2/2012,0.21666,12/31/2012,0.54961
,,8/3/2012,1.09,8/3/2012,1.94445,,,,,8/3/2012,1.8594,8/3/2012,1.439,,,,,8/3/2012,0.7543,8/3/2012,0.21662,1/2/2013,0.54058
,,8/6/2012,1.11,8/6/2012,1.91346,,,,,8/6/2012,1.9031,8/6/2012,1.4467,,,,,8/6/2012,0.7543,8/6/2012,0.21662,1/3/2013,0.55348
,,8/7/2012,1.12,8/7/2012,1.80261,,,,,8/7/2012,1.8955,8/7/2012,1.45447,,,,,8/7/2012,0.7737,8/7/2012,0.21662,1/4/2013,0.56381
,,8/8/2012,1.12,8/8/2012,1.8205,,,,,8/8/2012,1.8979,8/8/2012,1.4827,,,,,8/8/2012,0.7955,8/8/2012,0.20371,1/7/2013,0.5522
,,8/9/2012,1.12,8/9/2012,1.80245,,,,,8/9/2012,1.8901,8/9/2012,1.4827,,,,,8/9/2012,0.8123,8/9/2012,0.21016,1/8/2013,0.56252
,,8/10/2012,1.11,8/10/2012,1.83562,,,,,8/10/2012,1.8717,8/10/2012,1.4721,,,,,8/10/2012,0.8353,8/10/2012,0.21141,1/9/2013,0.55213
,,8/13/2012,1.1,8/13/2012,1.87405,,,,,8/13/2012,1.8586,8/13/2012,1.49512,,,,,8/13/2012,0.8507,8/13/2012,0.21138,1/10/2013,0.55216
,,8/14/2012,1.13,8/14/2012,2.06007,,,,,8/14/2012,1.8487,8/14/2012,1.48769,,,,,8/14/2012,0.8637,8/14/2012,0.22431,1/11/2013,0.55728
,,8/15/2012,1.12,8/15/2012,1.98257,,,,,8/15/2012,1.8459,8/15/2012,1.485,,,,,8/15/2012,0.8482,8/15/2012,0.24363,1/14/2013,0.5779
,,8/16/2012,1.13,8/16/2012,1.96991,,,,,8/16/2012,1.8101,8/16/2012,1.49548,,,,,8/16/2012,0.8638,8/16/2012,0.23593,1/15/2013,0.57275
,,8/17/2012,1.1,8/17/2012,1.98538,,,,,8/17/2012,1.8204,8/17/2012,1.49032,,,,,8/17/2012,0.8625,8/17/2012,0.23593,1/16/2013,0.59723
,,8/20/2012,1.12,8/20/2012,1.97749,,,,,8/20/2012,1.8151,8/20/2012,1.50826,,,,,8/20/2012,0.8495,8/20/2012,0.24493,1/17/2013,0.56887
,,8/21/2012,1.13,8/21/2012,2.02919,,,,,8/21/2012,1.8693,8/21/2012,1.50835,,,,,8/21/2012,0.8496,8/21/2012,0.24495,1/18/2013,0.57013
,,8/22/2012,1.12,8/22/2012,2.06021,,,,,8/22/2012,1.8591,8/22/2012,1.50841,,,,,8/22/2012,0.8445,8/22/2012,0.24496,1/21/2013,0.5714
,,8/23/2012,1.14,8/23/2012,2.0526,,,,,8/23/2012,1.9134,8/23/2012,1.52914,,,,,8/23/2012,0.8497,8/23/2012,0.24497,1/22/2013,0.57653
,,8/24/2012,1.12,8/24/2012,2.00859,,,,,8/24/2012,1.9029,8/24/2012,1.51869,,,,,8/24/2012,0.8638,8/24/2012,0.24495,1/23/2013,0.57784
,,8/27/2012,1.11,8/27/2012,1.90827,,,,,8/27/2012,1.9418,8/27/2012,1.50599,,,,,8/27/2012,0.8523,8/27/2012,0.24369,1/24/2013,0.57268
,,8/28/2012,1.1,8/28/2012,1.90813,,,,,8/28/2012,1.8591,8/28/2012,1.61159,,,,,8/28/2012,0.8522,8/28/2012,0.24367,1/25/2013,0.56746
,,8/29/2012,1.1,8/29/2012,1.98564,,,,,8/29/2012,1.8696,8/29/2012,1.58335,,,,,8/29/2012,0.8381,8/29/2012,0.24369,1/28/2013,0.56847
,,8/30/2012,1.08,8/30/2012,1.9262,,,,,8/30/2012,1.8385,8/30/2012,1.53426,,,,,8/30/2012,0.8123,8/30/2012,0.23078,1/29/2013,0.57485
,,8/31/2012,1.1,8/31/2012,1.86169,,,,,8/31/2012,1.8385,8/31/2012,1.50585,,,,,8/31/2012,0.7736,8/31/2012,0.21917,1/30/2013,0.58
,,9/3/2012,1.08,9/3/2012,1.93371,,,,,9/3/2012,1.8306,9/3/2012,1.50056,,,,,9/3/2012,0.7516,9/3/2012,0.21915,1/31/2013,0.58793
,,9/4/2012,1.08,9/4/2012,2.02416,,,,,9/4/2012,1.7998,9/4/2012,1.4543,,,,,9/4/2012,0.7529,9/4/2012,0.21918,2/1/2013,0.6537
,,9/5/2012,1.1,9/5/2012,2.0059,,,,,9/5/2012,1.7971,9/5/2012,1.42579,,,,,9/5/2012,0.7477,9/5/2012,0.21915,2/4/2013,0.68871
,,9/6/2012,1.11,9/6/2012,2.0576,,,,,9/6/2012,1.7972,9/6/2012,1.41815,,,,,9/6/2012,0.7426,9/6/2012,0.22948,2/5/2013,0.69507
,,9/7/2012,1.1,9/7/2012,2.02169,,,,,9/7/2012,1.8206,9/7/2012,1.42085,,,,,9/7/2012,0.7543,9/7/2012,0.25142,2/6/2013,0.70024
,,9/10/2012,1.09,9/10/2012,1.99863,,,,,9/10/2012,1.8645,9/10/2012,1.41838,,,,,9/10/2012,0.7634,9/10/2012,0.25144,2/7/2013,0.69631
,,9/11/2012,1.12,9/11/2012,1.97826,,,,,9/11/2012,1.8441,9/11/2012,1.41857,,,,,9/11/2012,0.7518,9/11/2012,0.25018,2/8/2013,0.70661
,,9/12/2012,1.11,9/12/2012,1.99371,,,,,9/12/2012,1.8415,9/12/2012,1.42629,,,,,9/12/2012,0.7480,9/12/2012,0.2476,2/14/2013,0.73638
,,9/13/2012,1.12,9/13/2012,2.03505,,,,,9/13/2012,1.8055,9/13/2012,1.42634,,,,,9/13/2012,0.7493,9/13/2012,0.24245,2/15/2013,0.73765
,,9/14/2012,1.12,9/14/2012,2.00204,,,,,9/14/2012,1.8524,9/14/2012,1.42671,,,,,9/14/2012,0.7675,9/14/2012,0.24509,2/18/2013,0.74154
,,9/17/2012,1.17,9/17/2012,1.96076,,,,,9/17/2012,1.8266,9/17/2012,1.41897,,,,,9/17/2012,0.7959,9/17/2012,0.24509,2/19/2013,0.74022
,,9/18/2012,1.25,9/18/2012,1.91683,,,,,9/18/2012,1.8111,9/18/2012,1.42408,,,,,9/18/2012,0.7740,9/18/2012,0.24509,2/20/2013,0.73374
,,9/19/2012,1.22,9/19/2012,1.91154,,,,,9/19/2012,1.8161,9/19/2012,1.42398,,,,,9/19/2012,0.7559,9/19/2012,0.24507,2/21/2013,0.73235
,,9/20/2012,1.24,9/20/2012,1.90108,,,,,9/20/2012,1.7773,9/20/2012,1.41871,,,,,9/20/2012,0.7610,9/20/2012,0.24505,2/22/2013,0.72073
,,9/21/2012,1.25,9/21/2012,1.89594,,,,,9/21/2012,1.8057,9/21/2012,1.41873,,,,,9/21/2012,0.7571,9/21/2012,0.24505,2/25/2013,0.75422
,,9/24/2012,1.24,9/24/2012,1.88314,,,,,9/24/2012,1.7671,9/24/2012,1.41623,,,,,9/24/2012,0.7546,9/24/2012,0.25152,2/26/2013,0.75406
,,9/25/2012,1.29,9/25/2012,1.9423,,,,,9/25/2012,1.8443,9/25/2012,1.41868,,,,,9/25/2012,0.7545,9/25/2012,0.2502,2/27/2013,0.76443
,,9/26/2012,1.29,9/26/2012,1.8958,,,,,9/26/2012,1.8029,9/26/2012,1.41346,,,,,9/26/2012,0.7545,9/26/2012,0.24503,2/28/2013,0.77245
,,9/27/2012,1.26,9/27/2012,1.87774,,,,,9/27/2012,1.8210,9/27/2012,1.40831,,,,,9/27/2012,0.7545,9/27/2012,0.24246,3/1/2013,0.77367
,,9/28/2012,1.29,9/28/2012,1.88541,,,,,9/28/2012,1.8699,9/28/2012,1.4392,,,,,9/28/2012,0.7622,9/28/2012,0.24245,3/4/2013,0.77873
,,10/3/2012,1.26,10/3/2012,1.86979,,,,,10/3/2012,1.8698,10/3/2012,1.41846,,,,,10/3/2012,0.7673,10/3/2012,0.24501,3/5/2013,0.79423
,,10/4/2012,1.29,10/4/2012,1.87502,,,,,10/4/2012,1.8776,10/4/2012,1.41078,,,,,10/4/2012,0.7802,10/4/2012,0.24244,3/6/2013,0.80843
,,10/5/2012,1.29,10/5/2012,1.93491,,,,,10/5/2012,1.8601,10/5/2012,1.45247,,,,,10/5/2012,0.7869,10/5/2012,0.24251,3/7/2013,0.85994
,,10/8/2012,1.3,10/8/2012,1.92461,,,,,10/8/2012,1.8369,10/8/2012,1.41637,,,,,10/8/2012,0.7830,10/8/2012,0.23477,3/8/2013,0.84831
,,10/9/2012,1.35,10/9/2012,1.99172,,,,,10/9/2012,1.8808,10/9/2012,1.43187,,,,,10/9/2012,0.7895,10/9/2012,0.24251,3/11/2013,0.89335
,,10/10/2012,1.34,10/10/2012,1.97351,,,,,10/10/2012,1.8471,10/10/2012,1.41628,,,,,10/10/2012,0.8088,10/10/2012,0.23218,3/12/2013,0.896
,,10/11/2012,1.31,10/11/2012,1.95294,,,,,10/11/2012,1.8317,10/11/2012,1.40602,,,,,10/11/2012,0.8036,10/11/2012,0.23219,3/13/2013,0.86869
,,10/12/2012,1.34,10/12/2012,1.92734,,,,,10/12/2012,1.8448,10/12/2012,1.40616,,,,,10/12/2012,0.8063,10/12/2012,0.23221,3/14/2013,0.88551
,,10/15/2012,1.33,10/15/2012,1.92489,,,,,10/15/2012,1.8397,10/15/2012,1.38819,,,,,10/15/2012,0.8257,10/15/2012,0.23352,3/15/2013,0.87492
,,10/16/2012,1.34,10/16/2012,1.95836,,,,,10/16/2012,1.8552,10/16/2012,1.40104,,,,,10/16/2012,0.8502,10/16/2012,0.23996,3/18/2013,0.87352
,,10/17/2012,1.35,10/17/2012,1.97386,,,,,10/17/2012,1.8449,10/17/2012,1.4217,,,,,10/17/2012,0.8463,10/17/2012,0.2348,3/19/2013,0.84647
,,10/18/2012,1.35,10/18/2012,2.00248,,,,,10/18/2012,1.8451,10/18/2012,1.39864,,,,,10/18/2012,0.8258,10/18/2012,0.24128,3/20/2013,0.83354
,,10/19/2012,1.38,10/19/2012,1.96129,,,,,10/19/2012,1.8245,10/19/2012,1.41677,,,,,10/19/2012,0.8361,10/19/2012,0.24129,3/21/2013,0.83347
,,10/22/2012,1.38,10/22/2012,1.93804,,,,,10/22/2012,1.8168,10/22/2012,1.5303,,,,,10/22/2012,0.8374,10/22/2012,0.23871,3/22/2013,0.83597
,,10/24/2012,1.32,10/24/2012,1.92769,,,,,10/24/2012,1.8064,10/24/2012,1.61286,,,,,10/24/2012,0.8490,10/24/2012,0.22709,3/25/2013,0.84392
,,10/25/2012,1.34,10/25/2012,1.94315,,,,,10/25/2012,1.8064,10/25/2012,1.57929,,,,,10/25/2012,0.8258,10/25/2012,0.24257,3/26/2013,0.84793
,,10/26/2012,1.32,10/26/2012,1.90963,,,,,10/26/2012,1.7935,10/26/2012,1.57415,,,,,10/26/2012,0.8335,10/26/2012,0.23225,3/27/2013,0.81797
,,10/29/2012,1.3,10/29/2012,1.96379,,,,,10/29/2012,1.8064,10/29/2012,1.57155,,,,,10/29/2012,0.8129,10/29/2012,0.23741,3/28/2013,0.84762
,,10/30/2012,1.36,10/30/2012,1.94062,,,,,10/30/2012,1.7858,10/30/2012,1.55353,,,,,10/30/2012,0.8193,10/30/2012,0.22967,4/2/2013,0.84767
,,10/31/2012,1.35,10/31/2012,1.94315,,,,,10/31/2012,1.7986,10/31/2012,1.59994,,,,,10/31/2012,0.8013,10/31/2012,0.23096,4/3/2013,0.82455
,,11/1/2012,1.35,11/1/2012,1.97933,,,,,11/1/2012,1.8839,11/1/2012,1.62062,,,,,11/1/2012,0.8335,11/1/2012,0.23355,4/5/2013,0.81643
,,11/2/2012,1.39,11/2/2012,1.96124,,,,,11/2/2012,1.9071,11/2/2012,1.61286,,,,,11/2/2012,0.8348,11/2/2012,0.24257,4/8/2013,0.81527
,,11/5/2012,1.39,11/5/2012,1.96898,,,,,11/5/2012,1.8812,11/5/2012,1.57415,,,,,11/5/2012,0.8322,11/5/2012,0.24128,4/9/2013,0.81142
,,11/6/2012,1.38,11/6/2012,1.96893,,,,,11/6/2012,1.9096,11/6/2012,1.58443,,,,,11/6/2012,0.8258,11/6/2012,0.24128,4/10/2013,0.82056
,,11/7/2012,1.4,11/7/2012,1.96891,,,,,11/7/2012,1.9044,11/7/2012,1.56119,,,,,11/7/2012,0.9470,11/7/2012,0.24127,4/11/2013,0.86325
,,11/8/2012,1.34,11/8/2012,1.89127,,,,,11/8/2012,1.9300,11/8/2012,1.50424,,,,,11/8/2012,0.9314,11/8/2012,0.26318,4/12/2013,0.8774
,,11/9/2012,1.33,11/9/2012,1.89651,,,,,11/9/2012,1.9120,11/9/2012,1.5172,,,,,11/9/2012,0.9676,11/9/2012,0.26061,4/15/2013,0.88372
,,11/12/2012,1.29,11/12/2012,1.87856,,,,,11/12/2012,1.8708,11/12/2012,1.49666,,,,,11/12/2012,0.9354,11/12/2012,0.27224,4/16/2013,0.87342
,,11/13/2012,1.33,11/13/2012,1.86308,,,,,11/13/2012,1.8811,11/13/2012,1.48634,,,,,11/13/2012,0.9277,11/13/2012,0.27482,4/17/2013,0.86177
,,11/14/2012,1.29,11/14/2012,1.85536,,,,,11/14/2012,1.9534,11/14/2012,1.50442,,,,,11/14/2012,0.9264,11/14/2012,0.27353,4/18/2013,0.8372
,,11/15/2012,1.29,11/15/2012,1.73893,,,,,11/15/2012,2.0124,11/15/2012,1.51963,,,,,11/15/2012,0.9353,11/15/2012,0.29025,4/19/2013,0.83593
,,11/16/2012,1.28,11/16/2012,1.70283,,,,,11/16/2012,1.9995,11/16/2012,1.53771,,,,,11/16/2012,0.9275,11/16/2012,0.28768,4/22/2013,0.84365
,,11/19/2012,1.06,11/19/2012,1.73117,,,,,11/19/2012,2.0072,11/19/2012,1.53767,,,,,11/19/2012,0.9198,11/19/2012,0.3096,4/23/2013,0.87322
