,992 HK Equity,,2018 HK Equity,,2038 HK Equity,,981 HK Equity,,3888 HK Equity,,696 HK Equity,,285 HK Equity,,2369 HK Equity,,354 HK Equity,,268 HK Equity,,1900 HK Equity,,161 HK Equity,,74 HK Equity,,1075 HK Equity,,877 HK Equity
6/14/2012,0.92284,6/14/2012,3.00308,6/14/2012,0.41115,6/14/2012,0.03184,6/14/2012,0.45111,6/14/2012,0.50911,6/14/2012,0.25004,6/14/2012,0.1508,6/14/2012,0.25133,6/14/2012,0.16626,,,6/14/2012,0.36733,6/14/2012,0.19591,6/14/2012,0.04124,,
6/15/2012,0.93577,6/15/2012,2.97746,6/15/2012,0.39699,6/15/2012,0.03197,6/15/2012,0.45371,6/15/2012,0.50655,6/15/2012,0.25263,6/15/2012,0.15596,6/15/2012,0.25134,6/15/2012,0.16885,,,6/15/2012,0.35704,6/15/2012,0.18432,6/15/2012,0.03996,,
6/18/2012,0.92792,6/18/2012,3.00929,6/18/2012,0.40468,6/18/2012,0.03209,6/18/2012,0.46009,6/18/2012,0.50649,6/18/2012,0.25389,6/18/2012,0.15594,6/18/2012,0.25131,6/18/2012,0.17141,,,6/18/2012,0.36601,6/18/2012,0.19203,6/18/2012,0.0406,,
6/19/2012,0.95117,6/19/2012,3.02234,6/19/2012,0.39567,6/19/2012,0.03222,6/19/2012,0.46398,6/19/2012,0.531,6/19/2012,0.24875,6/19/2012,0.15982,6/19/2012,0.25132,6/19/2012,0.17013,,,6/19/2012,0.38408,6/19/2012,0.19075,6/19/2012,0.03995,,
6/20/2012,0.96279,6/20/2012,3.01597,6/20/2012,0.39568,6/20/2012,0.03351,6/20/2012,0.47946,6/20/2012,0.54519,6/20/2012,0.24618,6/20/2012,0.16498,6/20/2012,0.25133,6/20/2012,0.18044,,,6/20/2012,0.38408,6/20/2012,0.19204,6/20/2012,0.03996,,
6/21/2012,0.87247,6/21/2012,3.00918,6/21/2012,0.38662,6/21/2012,0.03286,6/21/2012,0.46652,6/21/2012,0.5142,6/21/2012,0.24228,6/21/2012,0.16496,6/21/2012,0.2513,6/21/2012,0.18944,,,6/21/2012,0.37502,6/21/2012,0.18815,6/21/2012,0.03866,,
6/22/2012,0.86072,6/22/2012,3.04733,6/22/2012,0.38269,6/22/2012,0.03221,6/22/2012,0.46258,6/22/2012,0.5154,6/22/2012,0.22935,6/22/2012,0.16622,6/22/2012,0.24997,6/22/2012,0.19457,,,6/22/2012,0.37496,6/22/2012,0.19328,6/22/2012,0.03866,,
6/25/2012,0.81826,6/25/2012,2.95088,6/25/2012,0.38014,6/25/2012,0.03157,6/25/2012,0.45358,6/25/2012,0.52059,6/25/2012,0.21906,6/25/2012,0.16494,6/25/2012,0.2487,6/25/2012,0.19071,,,6/25/2012,0.37498,6/25/2012,0.18942,6/25/2012,0.03672,,
6/26/2012,0.83898,6/26/2012,2.93837,6/26/2012,0.37116,6/26/2012,0.03183,6/26/2012,0.45622,6/26/2012,0.51035,6/26/2012,0.20749,6/26/2012,0.16625,6/26/2012,0.24486,6/26/2012,0.19074,,,6/26/2012,0.37116,6/26/2012,0.18043,6/26/2012,0.03866,,
6/27/2012,0.84166,6/27/2012,2.97094,6/27/2012,0.36992,6/27/2012,0.03196,6/27/2012,0.44983,6/27/2012,0.5117,6/27/2012,0.20623,6/27/2012,0.16627,6/27/2012,0.24103,6/27/2012,0.18303,,,6/27/2012,0.37121,6/27/2012,0.17916,6/27/2012,0.03738,,
6/28/2012,0.83644,6/28/2012,2.89982,6/28/2012,0.36087,6/28/2012,0.0317,6/28/2012,0.44722,6/28/2012,0.5065,6/28/2012,0.19977,6/28/2012,0.16368,6/28/2012,0.23714,6/28/2012,0.17914,,,6/28/2012,0.3686,6/28/2012,0.18172,6/28/2012,0.03673,,
6/29/2012,0.84303,6/29/2012,2.87456,6/29/2012,0.36222,6/29/2012,0.03287,6/29/2012,0.44343,6/29/2012,0.51562,6/29/2012,0.1998,6/29/2012,0.165,6/29/2012,0.23718,6/29/2012,0.18562,,,6/29/2012,0.37382,6/29/2012,0.17789,6/29/2012,0.03867,,
7/3/2012,0.82015,7/3/2012,3.01752,7/3/2012,0.35462,7/3/2012,0.03288,7/3/2012,0.44876,7/3/2012,0.50679,7/3/2012,0.20504,7/3/2012,0.17409,7/3/2012,0.23212,7/3/2012,0.18183,,,7/3/2012,0.37397,7/3/2012,0.17925,7/3/2012,0.03933,,
7/4/2012,0.77621,7/4/2012,3.06875,7/4/2012,0.34942,7/4/2012,0.03288,7/4/2012,0.45129,7/4/2012,0.51576,7/4/2012,0.2063,7/4/2012,0.17149,7/4/2012,0.23467,7/4/2012,0.18438,,,7/4/2012,0.35845,7/4/2012,0.18567,7/4/2012,0.03933,,
7/5/2012,0.76853,7/5/2012,3.1979,7/5/2012,0.34558,7/5/2012,0.03288,7/5/2012,0.45132,7/5/2012,0.51063,7/5/2012,0.21147,7/5/2012,0.17021,7/5/2012,0.23726,7/5/2012,0.18568,,,7/5/2012,0.33526,7/5/2012,0.18568,7/5/2012,0.03868,,
7/6/2012,0.7352,7/6/2012,3.21166,7/6/2012,0.35857,7/6/2012,0.03225,7/6/2012,0.45402,7/6/2012,0.51464,7/6/2012,0.2154,7/6/2012,0.178,7/6/2012,0.23604,7/6/2012,0.18058,,,7/6/2012,0.34696,7/6/2012,0.18315,7/6/2012,0.0374,,
7/9/2012,0.72724,7/9/2012,3.14619,7/9/2012,0.36233,7/9/2012,0.03133,7/9/2012,0.4384,7/9/2012,0.50674,7/9/2012,0.20889,7/9/2012,0.17794,7/9/2012,0.2321,7/9/2012,0.15989,,,7/9/2012,0.33525,7/9/2012,0.17794,7/9/2012,0.0361,,
7/10/2012,0.74923,7/10/2012,3.10138,7/10/2012,0.35463,7/10/2012,0.03185,7/10/2012,0.43716,7/10/2012,0.5068,7/10/2012,0.20246,7/10/2012,0.17796,7/10/2012,0.20504,7/10/2012,0.14959,,,7/10/2012,0.34689,7/10/2012,0.17538,7/10/2012,0.03611,,
7/11/2012,0.76082,7/11/2012,3.10775,7/11/2012,0.34688,7/11/2012,0.03211,7/11/2012,0.42554,7/11/2012,0.50162,7/11/2012,0.19988,7/11/2012,0.18569,7/11/2012,0.21664,7/11/2012,0.15087,,,7/11/2012,0.34688,7/11/2012,0.17795,7/11/2012,0.03869,,
7/12/2012,0.77601,7/12/2012,3.05507,7/12/2012,0.33902,7/12/2012,0.03171,7/12/2012,0.42281,7/12/2012,0.49758,7/12/2012,0.19594,7/12/2012,0.1882,7/12/2012,0.21012,7/12/2012,0.13664,,,7/12/2012,0.34547,7/12/2012,0.17789,7/12/2012,0.03867,,
7/13/2012,0.7567,7/13/2012,3.05515,7/13/2012,0.33645,7/13/2012,0.03158,7/13/2012,0.41767,7/13/2012,0.49759,7/13/2012,0.19852,7/13/2012,0.18821,7/13/2012,0.2127,7/13/2012,0.1302,,,7/13/2012,0.34548,7/13/2012,0.17403,7/13/2012,0.03803,,
7/16/2012,0.76054,7/16/2012,2.99062,7/16/2012,0.33644,7/16/2012,0.03145,7/16/2012,0.40863,7/16/2012,0.50144,7/16/2012,0.19723,7/16/2012,0.18305,7/16/2012,0.21269,7/16/2012,0.13277,,,7/16/2012,0.34933,7/16/2012,0.17402,7/16/2012,0.03996,,
7/17/2012,0.75674,7/17/2012,2.92639,7/17/2012,0.32874,7/17/2012,0.03171,7/17/2012,0.41124,7/17/2012,0.50535,7/17/2012,0.19724,7/17/2012,0.17146,7/17/2012,0.21658,7/17/2012,0.13278,,,7/17/2012,0.34163,7/17/2012,0.17146,7/17/2012,0.03867,,
7/18/2012,0.73362,7/18/2012,2.93318,7/18/2012,0.32748,7/18/2012,0.03107,7/18/2012,0.41,7/18/2012,0.49896,7/18/2012,0.19597,7/18/2012,0.15472,7/18/2012,0.20887,7/18/2012,0.12377,,,7/18/2012,0.35069,7/18/2012,0.17019,7/18/2012,0.03739,,
7/19/2012,0.75299,7/19/2012,3.00424,7/19/2012,0.3275,7/19/2012,0.03107,7/19/2012,0.41518,7/19/2012,0.50157,7/19/2012,0.19598,7/19/2012,0.15859,7/19/2012,0.21661,7/19/2012,0.12507,,,7/19/2012,0.35845,7/19/2012,0.17149,7/19/2012,0.03804,,
7/20/2012,0.76448,7/20/2012,2.95221,7/20/2012,0.32874,7/20/2012,0.03081,7/20/2012,0.42285,7/20/2012,0.5002,7/20/2012,0.18951,7/20/2012,0.15857,7/20/2012,0.21916,7/20/2012,0.12247,,,7/20/2012,0.35839,7/20/2012,0.17017,7/20/2012,0.03803,,
7/23/2012,0.73741,7/23/2012,2.82329,7/23/2012,0.321,7/23/2012,0.03481,7/23/2012,0.40738,7/23/2012,0.5002,7/23/2012,0.19209,7/23/2012,0.15212,7/23/2012,0.21658,7/23/2012,0.11345,,,7/23/2012,0.36226,7/23/2012,0.16888,7/23/2012,0.03739,,
7/24/2012,0.71925,7/24/2012,2.86153,7/24/2012,0.31064,7/24/2012,0.0348,7/24/2012,0.40861,7/24/2012,0.49883,7/24/2012,0.18561,7/24/2012,0.14437,7/24/2012,0.21397,7/24/2012,0.11214,,,7/24/2012,0.3622,7/24/2012,0.1637,7/24/2012,0.03738,,
7/25/2012,0.69343,7/25/2012,2.73893,7/25/2012,0.29903,7/25/2012,0.03738,7/25/2012,0.39827,7/25/2012,0.49365,7/25/2012,0.18303,7/25/2012,0.14565,7/25/2012,0.2088,7/25/2012,0.11085,,,7/25/2012,0.36218,7/25/2012,0.16498,7/25/2012,0.03544,,
7/26/2012,0.69214,7/26/2012,2.87427,7/26/2012,0.30418,7/26/2012,0.03673,7/26/2012,0.39956,7/26/2012,0.48721,7/26/2012,0.1856,7/26/2012,0.14694,7/26/2012,0.21525,7/26/2012,0.11858,,,7/26/2012,0.36218,7/26/2012,0.16627,7/26/2012,0.03609,,
7/27/2012,0.71673,7/27/2012,2.9069,7/27/2012,0.30036,7/27/2012,0.03738,7/27/2012,0.40349,7/27/2012,0.49501,7/27/2012,0.1895,7/27/2012,0.15211,7/27/2012,0.21657,7/27/2012,0.11473,,,7/27/2012,0.36739,7/27/2012,0.16629,7/27/2012,0.03803,,
7/30/2012,0.70015,7/30/2012,2.91406,7/30/2012,0.2927,7/30/2012,0.0361,7/30/2012,0.40874,7/30/2012,0.49255,7/30/2012,0.19599,7/30/2012,0.14957,7/30/2012,0.20631,7/30/2012,0.1096,,,7/30/2012,0.37006,7/30/2012,0.16633,7/30/2012,0.0361,,
7/31/2012,0.6938,7/31/2012,2.92092,7/31/2012,0.29918,7/31/2012,0.03675,7/31/2012,0.41525,7/31/2012,0.48747,7/31/2012,0.1986,7/31/2012,0.15217,7/31/2012,0.21407,7/31/2012,0.11606,,,7/31/2012,0.37011,7/31/2012,0.17538,7/31/2012,0.03804,,
8/1/2012,0.74149,8/1/2012,2.98529,8/1/2012,0.30175,8/1/2012,0.03546,8/1/2012,0.42426,8/1/2012,0.48745,8/1/2012,0.19343,8/1/2012,0.15217,8/1/2012,0.21406,8/1/2012,0.11477,,,8/1/2012,0.3701,8/1/2012,0.17538,8/1/2012,0.03804,,
8/2/2012,0.73766,8/2/2012,3.00482,8/2/2012,0.31338,8/2/2012,0.03482,8/2/2012,0.42042,8/2/2012,0.48877,8/2/2012,0.19602,8/2/2012,0.14831,8/2/2012,0.21537,8/2/2012,0.11349,,,8/2/2012,0.37012,8/2/2012,0.18055,8/2/2012,0.03804,,
8/3/2012,0.75689,8/3/2012,2.99146,8/3/2012,0.30559,8/3/2012,0.03546,8/3/2012,0.41133,8/3/2012,0.48611,8/3/2012,0.1831,8/3/2012,0.15215,8/3/2012,0.21147,8/3/2012,0.13152,,,8/3/2012,0.35717,8/3/2012,0.17665,8/3/2012,0.03804,,
8/6/2012,0.77235,8/6/2012,3.04296,8/6/2012,0.33782,8/6/2012,0.03546,8/6/2012,0.43452,8/6/2012,0.49899,8/6/2012,0.18825,8/6/2012,0.15473,8/6/2012,0.21533,8/6/2012,0.14054,,,8/6/2012,0.36748,8/6/2012,0.17794,8/6/2012,0.03739,,
8/7/2012,0.79815,8/7/2012,3.03015,8/7/2012,0.33138,8/7/2012,0.03739,8/7/2012,0.44485,8/7/2012,0.50545,8/7/2012,0.19599,8/7/2012,0.15602,8/7/2012,0.2192,8/7/2012,0.13797,,,8/7/2012,0.36749,8/7/2012,0.17536,8/7/2012,0.03739,,
8/8/2012,0.78648,8/8/2012,2.91384,8/8/2012,0.32877,8/8/2012,0.0361,8/8/2012,0.44997,8/8/2012,0.51057,8/8/2012,0.20887,8/8/2012,0.1573,8/8/2012,0.22176,8/8/2012,0.1328,,,8/8/2012,0.36745,8/8/2012,0.17535,8/8/2012,0.03739,,
8/9/2012,0.79035,8/9/2012,2.93962,8/9/2012,0.35456,8/9/2012,0.03932,8/9/2012,0.44868,8/9/2012,0.51186,8/9/2012,0.21403,8/9/2012,0.15987,8/9/2012,0.23079,8/9/2012,0.15085,,,8/9/2012,0.36616,8/9/2012,0.17792,8/9/2012,0.03868,,
8/10/2012,0.79277,8/10/2012,3.00995,8/10/2012,0.34289,8/10/2012,0.03803,8/10/2012,0.44601,8/10/2012,0.51433,8/10/2012,0.21141,8/10/2012,0.15855,8/10/2012,0.22945,8/10/2012,0.1534,,,8/10/2012,0.36609,8/10/2012,0.17789,8/10/2012,0.03609,,
8/13/2012,0.78365,8/13/2012,2.99023,8/13/2012,0.36218,8/13/2012,0.03673,8/13/2012,0.43307,8/13/2012,0.5104,8/13/2012,0.2088,8/13/2012,0.15596,8/13/2012,0.232,8/13/2012,0.15338,,,8/13/2012,0.36991,8/13/2012,0.17658,8/13/2012,0.03867,,
8/14/2012,0.78896,8/14/2012,3.08753,8/14/2012,0.37643,8/14/2012,0.03674,8/14/2012,0.43445,8/14/2012,0.50793,8/14/2012,0.20627,8/14/2012,0.1547,8/14/2012,0.23205,8/14/2012,0.15341,,,8/14/2012,0.37257,8/14/2012,0.17275,8/14/2012,0.03867,,
8/15/2012,0.80051,8/15/2012,3.05507,8/15/2012,0.36094,8/15/2012,0.03545,8/15/2012,0.43957,8/15/2012,0.51047,8/15/2012,0.1998,8/15/2012,0.1534,8/15/2012,0.23074,8/15/2012,0.1418,,,8/15/2012,0.37512,8/15/2012,0.17016,8/15/2012,0.03674,,
8/16/2012,0.85088,8/16/2012,3.10699,8/16/2012,0.3584,8/16/2012,0.03674,8/16/2012,0.46025,8/16/2012,0.52471,8/16/2012,0.19725,8/16/2012,0.15342,8/16/2012,0.22948,8/16/2012,0.13923,,,8/16/2012,0.38032,8/16/2012,0.17018,8/16/2012,0.03545,,
8/17/2012,0.89471,8/17/2012,3.13278,8/17/2012,0.36485,8/17/2012,0.03868,8/17/2012,0.46154,8/17/2012,0.51568,8/17/2012,0.19725,8/17/2012,0.15342,8/17/2012,0.23077,8/17/2012,0.14439,,,8/17/2012,0.37774,8/17/2012,0.17404,8/17/2012,0.03739,,
8/20/2012,0.87144,8/20/2012,3.13253,8/20/2012,0.37771,8/20/2012,0.03867,8/20/2012,0.45892,8/20/2012,0.51564,8/20/2012,0.21141,8/20/2012,0.15727,8/20/2012,0.2243,8/20/2012,0.14309,,,8/20/2012,0.36482,8/20/2012,0.17661,8/20/2012,0.03867,,
8/21/2012,0.85344,8/21/2012,3.24876,8/21/2012,0.38547,8/21/2012,0.03932,8/21/2012,0.46798,8/21/2012,0.51568,8/21/2012,0.20756,8/21/2012,0.16115,8/21/2012,0.22561,8/21/2012,0.1547,,,8/21/2012,0.37644,8/21/2012,0.17533,8/21/2012,0.03739,,
8/22/2012,0.83027,8/22/2012,3.22955,8/22/2012,0.36743,8/22/2012,0.03803,8/22/2012,0.46671,8/22/2012,0.5157,8/22/2012,0.20628,8/22/2012,0.16244,8/22/2012,0.22691,8/22/2012,0.14826,,,8/22/2012,0.37388,8/22/2012,0.17792,8/22/2012,0.03739,,
8/23/2012,0.83548,8/23/2012,3.12661,8/23/2012,0.36875,8/23/2012,0.03997,8/23/2012,0.48221,8/23/2012,0.5196,8/23/2012,0.21532,8/23/2012,0.18179,8/23/2012,0.22563,8/23/2012,0.15085,,,8/23/2012,0.36359,8/23/2012,0.17793,8/23/2012,0.03675,,
8/24/2012,0.8238,8/24/2012,3.15211,8/24/2012,0.36098,8/24/2012,0.03932,8/24/2012,0.46025,8/24/2012,0.52084,8/24/2012,0.21401,8/24/2012,0.18049,8/24/2012,0.22819,8/24/2012,0.15084,,,8/24/2012,0.3468,8/24/2012,0.17791,8/24/2012,0.03739,,
8/27/2012,0.83165,8/27/2012,3.37816,8/27/2012,0.37134,8/27/2012,0.03997,8/27/2012,0.46417,8/27/2012,0.51575,8/27/2012,0.21533,8/27/2012,0.17922,8/27/2012,0.22822,8/27/2012,0.14957,,,8/27/2012,0.35458,8/27/2012,0.17664,8/27/2012,0.03675,,
8/28/2012,0.81998,8/28/2012,3.44236,8/28/2012,0.34166,8/28/2012,0.03997,8/28/2012,0.46285,8/28/2012,0.52473,8/28/2012,0.20757,8/28/2012,0.17792,8/28/2012,0.22562,8/28/2012,0.14827,,,8/28/2012,0.35455,8/28/2012,0.17663,8/28/2012,0.03674,,
8/29/2012,0.82004,8/29/2012,3.48131,8/29/2012,0.32492,8/29/2012,0.04062,8/29/2012,0.4732,8/29/2012,0.52993,8/29/2012,0.20501,8/29/2012,0.16891,8/29/2012,0.2179,8/29/2012,0.14957,,,8/29/2012,0.35974,8/29/2012,0.1702,8/29/2012,0.03546,,
8/30/2012,0.81741,8/30/2012,3.40373,8/30/2012,0.31845,8/30/2012,0.03932,8/30/2012,0.46672,8/30/2012,0.51701,8/30/2012,0.19984,8/30/2012,0.17534,8/30/2012,0.21789,8/30/2012,0.14569,,,8/30/2012,0.3494,8/30/2012,0.16503,8/30/2012,0.03674,,
8/31/2012,0.81223,8/31/2012,3.39719,8/31/2012,0.31458,8/31/2012,0.03803,8/31/2012,0.46284,8/31/2012,0.51957,8/31/2012,0.20241,8/31/2012,0.17792,8/31/2012,0.22562,8/31/2012,0.14955,,,8/31/2012,0.33521,8/31/2012,0.16116,8/31/2012,0.03739,,
9/3/2012,0.8431,9/3/2012,3.50002,9/3/2012,0.32873,9/3/2012,0.03932,9/3/2012,0.47569,9/3/2012,0.53886,9/3/2012,0.20368,9/3/2012,0.18306,9/3/2012,0.2256,9/3/2012,0.14696,,,9/3/2012,0.34162,9/3/2012,0.17017,9/3/2012,0.03674,,
9/4/2012,0.8535,9/4/2012,3.48104,9/4/2012,0.32361,9/4/2012,0.03803,9/4/2012,0.47445,9/4/2012,0.52345,9/4/2012,0.20113,9/4/2012,0.17792,9/4/2012,0.2166,9/4/2012,0.14698,,,9/4/2012,0.32748,9/4/2012,0.17018,9/4/2012,0.03546,,
9/5/2012,0.78895,9/5/2012,3.39044,9/5/2012,0.31068,9/5/2012,0.03674,9/5/2012,0.46022,9/5/2012,0.52081,9/5/2012,0.19208,9/5/2012,0.17274,9/5/2012,0.21142,9/5/2012,0.14567,,,9/5/2012,0.32229,9/5/2012,0.15856,9/5/2012,0.03481,,
9/6/2012,0.81995,9/6/2012,3.47446,9/6/2012,0.31328,9/6/2012,0.03674,9/6/2012,0.4667,9/6/2012,0.526,9/6/2012,0.18952,9/6/2012,0.17018,9/6/2012,0.21014,9/6/2012,0.1431,,,9/6/2012,0.31586,9/6/2012,0.16373,9/6/2012,0.03481,,
9/7/2012,0.83549,9/7/2012,3.58437,9/7/2012,0.32491,9/7/2012,0.03739,9/7/2012,0.47706,9/7/2012,0.53766,9/7/2012,0.19598,9/7/2012,0.18051,9/7/2012,0.21532,9/7/2012,0.14956,,,9/7/2012,0.33007,9/7/2012,0.16761,9/7/2012,0.03739,,
9/10/2012,0.81751,9/10/2012,3.5653,9/10/2012,0.33525,9/10/2012,0.03739,9/10/2012,0.4758,9/10/2012,0.53641,9/10/2012,0.19857,9/10/2012,0.19857,9/10/2012,0.21147,9/10/2012,0.15602,,,9/10/2012,0.34299,9/10/2012,0.1715,9/10/2012,0.0361,,
9/11/2012,0.80471,9/11/2012,3.53352,9/11/2012,0.34948,9/11/2012,0.03675,9/11/2012,0.50295,9/11/2012,0.53003,9/11/2012,0.20118,9/11/2012,0.19473,9/11/2012,0.21923,9/11/2012,0.17152,,,9/11/2012,0.34819,9/11/2012,0.16765,9/11/2012,0.03675,,
9/12/2012,0.79181,9/12/2012,3.57217,9/12/2012,0.35077,9/12/2012,0.0374,9/12/2012,0.51842,9/12/2012,0.53002,9/12/2012,0.20504,9/12/2012,0.20633,9/12/2012,0.21149,9/12/2012,0.16894,,,9/12/2012,0.35851,9/12/2012,0.17538,9/12/2012,0.0374,,
9/13/2012,0.79829,9/13/2012,3.52717,9/13/2012,0.34691,9/13/2012,0.03869,9/13/2012,0.52746,9/13/2012,0.53004,9/13/2012,0.20505,9/13/2012,0.19989,9/13/2012,0.21279,9/13/2012,0.16378,,,9/13/2012,0.34691,9/13/2012,0.17539,9/13/2012,0.03675,,
9/14/2012,0.81913,9/14/2012,3.60547,9/14/2012,0.35732,9/14/2012,0.03934,9/14/2012,0.54953,9/14/2012,0.53405,9/14/2012,0.21027,9/14/2012,0.20511,9/14/2012,0.21801,9/14/2012,0.17931,,,9/14/2012,0.35861,9/14/2012,0.18318,9/14/2012,0.03805,,
9/17/2012,0.81526,9/17/2012,3.50228,9/17/2012,0.3599,9/17/2012,0.0387,9/17/2012,0.54695,9/17/2012,0.53405,9/17/2012,0.21285,9/17/2012,0.21285,9/17/2012,0.2193,9/17/2012,0.18318,,,9/17/2012,0.35861,9/17/2012,0.1806,9/17/2012,0.0387,,
9/18/2012,0.8191,9/18/2012,3.54084,9/18/2012,0.35473,9/18/2012,0.03805,9/18/2012,0.55725,9/18/2012,0.53403,9/18/2012,0.21413,9/18/2012,0.22574,9/18/2012,0.21155,9/18/2012,0.17672,,,9/18/2012,0.35731,9/18/2012,0.1793,9/18/2012,0.03741,,
9/19/2012,0.82679,9/19/2012,3.61155,9/19/2012,0.35471,9/19/2012,0.03805,9/19/2012,0.56237,9/19/2012,0.5327,9/19/2012,0.21669,9/19/2012,0.23733,9/19/2012,0.2154,9/19/2012,0.18058,,,9/19/2012,0.35729,9/19/2012,0.18574,9/19/2012,0.03741,,
9/20/2012,0.80738,9/20/2012,3.52744,9/20/2012,0.34436,9/20/2012,0.0374,9/20/2012,0.56362,9/20/2012,0.53782,9/20/2012,0.2141,9/20/2012,0.23086,9/20/2012,0.22055,9/20/2012,0.17927,,,9/20/2012,0.35597,9/20/2012,0.18443,9/20/2012,0.0374,,
9/21/2012,0.8061,9/21/2012,3.63067,9/21/2012,0.34694,9/21/2012,0.0374,9/21/2012,0.56749,9/21/2012,0.54299,9/21/2012,0.22184,9/21/2012,0.22829,9/21/2012,0.21926,9/21/2012,0.18572,,,9/21/2012,0.33663,9/21/2012,0.17799,9/21/2012,0.03869,,
9/24/2012,0.82936,9/24/2012,3.72759,9/24/2012,0.33793,9/24/2012,0.0374,9/24/2012,0.60364,9/24/2012,0.53915,9/24/2012,0.21669,9/24/2012,0.24249,9/24/2012,0.21927,9/24/2012,0.19218,,,9/24/2012,0.33664,9/24/2012,0.17671,9/24/2012,0.0374,,
9/25/2012,0.83186,9/25/2012,3.79174,9/25/2012,0.3379,9/25/2012,0.03611,9/25/2012,0.61777,9/25/2012,0.52878,9/25/2012,0.21022,9/25/2012,0.24504,9/25/2012,0.22957,9/25/2012,0.20248,,,9/25/2012,0.34951,9/25/2012,0.17798,9/25/2012,0.03547,,
9/26/2012,0.81893,9/26/2012,3.73356,9/26/2012,0.32886,9/26/2012,0.03547,9/26/2012,0.60227,9/26/2012,0.52747,9/26/2012,0.20377,9/26/2012,0.23601,9/26/2012,0.23085,9/26/2012,0.19861,,,9/26/2012,0.34821,9/26/2012,0.17797,9/26/2012,0.03418,,
9/27/2012,0.83699,9/27/2012,3.70776,9/27/2012,0.33144,9/27/2012,0.03611,9/27/2012,0.61517,9/27/2012,0.52876,9/27/2012,0.20506,9/27/2012,0.23343,9/27/2012,0.24503,9/27/2012,0.20119,,,9/27/2012,0.34821,9/27/2012,0.18442,9/27/2012,0.03418,,
9/28/2012,0.82793,9/28/2012,3.6109,9/28/2012,0.32885,9/28/2012,0.03675,9/28/2012,0.63191,9/28/2012,0.53132,9/28/2012,0.21279,9/28/2012,0.24503,9/28/2012,0.24889,9/28/2012,0.20634,,,9/28/2012,0.34175,9/28/2012,0.18441,9/28/2012,0.03611,,
10/3/2012,0.8356,10/3/2012,3.46877,10/3/2012,0.32882,10/3/2012,0.03804,10/3/2012,0.61638,10/3/2012,0.53128,10/3/2012,0.21793,10/3/2012,0.24501,10/3/2012,0.24501,10/3/2012,0.20245,,,10/3/2012,0.32367,10/3/2012,0.18182,10/3/2012,0.03482,,
10/4/2012,0.8395,10/4/2012,3.4818,10/4/2012,0.34818,10/4/2012,0.03933,10/4/2012,0.64349,10/4/2012,0.53001,10/4/2012,0.21665,10/4/2012,0.24373,10/4/2012,0.23986,10/4/2012,0.21149,,,10/4/2012,0.33142,10/4/2012,0.18441,10/4/2012,0.03546,,
10/5/2012,0.84491,10/5/2012,3.55378,10/5/2012,0.35086,10/5/2012,0.0387,10/5/2012,0.63465,10/5/2012,0.52888,10/5/2012,0.21413,10/5/2012,0.2438,10/5/2012,0.24896,10/5/2012,0.21026,,,10/5/2012,0.34054,10/5/2012,0.18704,10/5/2012,0.03547,,
10/8/2012,0.82041,10/8/2012,3.50223,10/8/2012,0.347,10/8/2012,0.03805,10/8/2012,0.61918,10/8/2012,0.52501,10/8/2012,0.21542,10/8/2012,0.23735,10/8/2012,0.25541,10/8/2012,0.20639,,,10/8/2012,0.32894,10/8/2012,0.1793,10/8/2012,0.03547,,
10/9/2012,0.80236,10/9/2012,3.63772,10/9/2012,0.3341,10/9/2012,0.03741,10/9/2012,0.61919,10/9/2012,0.52373,10/9/2012,0.21672,10/9/2012,0.23091,10/9/2012,0.25283,10/9/2012,0.20769,,,10/9/2012,0.347,10/9/2012,0.17931,10/9/2012,0.03547,,
10/10/2012,0.79585,10/10/2012,3.5536,10/10/2012,0.33537,10/10/2012,0.03741,10/10/2012,0.6243,10/10/2012,0.5224,10/10/2012,0.21412,10/10/2012,0.24508,10/10/2012,0.25024,10/10/2012,0.20767,,,10/10/2012,0.34569,10/10/2012,0.18058,10/10/2012,0.03547,,
10/11/2012,0.79846,10/11/2012,3.61823,10/11/2012,0.39214,10/11/2012,0.03805,10/11/2012,0.61787,10/11/2012,0.51984,10/11/2012,0.21284,10/11/2012,0.24767,10/11/2012,0.2438,10/11/2012,0.20639,,,10/11/2012,0.34054,10/11/2012,0.1793,10/11/2012,0.03676,,
10/12/2012,0.79467,10/12/2012,3.63796,10/12/2012,0.39218,10/12/2012,0.03741,10/12/2012,0.63213,10/12/2012,0.52376,10/12/2012,0.2206,10/12/2012,0.24511,10/12/2012,0.24511,10/12/2012,0.21028,,,10/12/2012,0.34445,10/12/2012,0.17932,10/12/2012,0.03677,,
10/15/2012,0.79344,10/15/2012,3.56078,10/15/2012,0.37414,10/15/2012,0.03741,10/15/2012,0.63733,10/15/2012,0.52122,10/15/2012,0.21545,10/15/2012,0.23868,10/15/2012,0.24384,10/15/2012,0.21029,,,10/15/2012,0.35092,10/15/2012,0.17675,10/15/2012,0.03677,,
10/16/2012,0.81276,10/16/2012,3.49614,10/16/2012,0.38187,10/16/2012,0.03806,10/16/2012,0.63859,10/16/2012,0.5212,10/16/2012,0.2077,10/16/2012,0.24641,10/16/2012,0.23738,10/16/2012,0.2077,,,10/16/2012,0.36123,10/16/2012,0.17674,10/16/2012,0.03677,,
