,939 HK Equity,,3988 HK Equity,,2628 HK Equity,,3328 HK Equity,,2318 HK Equity,,998 HK Equity,,2328 HK Equity,,2007 HK Equity,,960 HK Equity,,2777 HK Equity,,410 HK Equity,,3618 HK Equity,,3900 HK Equity,,3377 HK Equity,,272 HK Equity,,1918 HK Equity,,588 HK Equity,,1387 HK Equity,,1638 HK Equity,,337 HK Equity,,1777 HK Equity,,2868 HK Equity,,1238 HK Equity,,832 HK Equity,,3883 HK Equity,,2118 HK Equity,,8207 HK Equity,,733 HK Equity,,
7/29/2010,0.82573,7/29/2010,0.5087,7/29/2010,4.46842,7/29/2010,1.0079,7/29/2010,8.28655,7/29/2010,0.6578,7/29/2010,0.9328,7/29/2010,0.30318,2/14/2012,1.4393,7/29/2010,1.5942,7/29/2010,0.62841,3/14/2013,0.5543,7/29/2010,1.24137,7/29/2010,0.7662,7/29/2010,0.4201,12/28/2012,0.75595,7/29/2010,0.27815,1/10/2011,0.1800,3/5/2012,0.2293,7/29/2010,0.50737,2/20/2012,0.1135,7/29/2010,0.32451,1/5/2012,0.1339,8/31/2010,0.22566,7/29/2010,0.1610,10/4/2012,0.23083,2/15/2013,0.1199,7/29/2010,0.31023,,
7/30/2010,0.82305,7/30/2010,0.5062,7/30/2010,4.4417,7/30/2010,1.0089,7/30/2010,8.28473,7/30/2010,0.6515,7/30/2010,0.9221,7/30/2010,0.30189,2/15/2012,1.4161,7/30/2010,1.5655,7/30/2010,0.61669,3/15/2013,0.5373,7/30/2010,1.24368,7/30/2010,0.7635,7/30/2010,0.4200,12/31/2012,0.7741,7/30/2010,0.27938,1/11/2011,0.1775,3/6/2012,0.2216,7/30/2010,0.50725,2/21/2012,0.1212,7/30/2010,0.32444,1/6/2012,0.1339,9/1/2010,0.22579,7/30/2010,0.1609,10/5/2012,0.22961,2/18/2013,0.1212,7/30/2010,0.31503,,
8/2/2010,0.84086,8/2/2010,0.5187,8/2/2010,4.53357,8/2/2010,1.0292,8/2/2010,8.28793,8/2/2010,0.6778,8/2/2010,0.9388,8/2/2010,0.31551,2/16/2012,1.4341,8/2/2010,1.6408,8/2/2010,0.63496,3/18/2013,0.5282,8/2/2010,1.25832,8/2/2010,0.7857,8/2/2010,0.4333,1/2/2013,0.787,8/2/2010,0.27691,1/12/2011,0.1749,3/7/2012,0.2215,8/2/2010,0.51518,2/22/2012,0.1290,8/2/2010,0.33358,1/9/2012,0.1339,9/2/2010,0.22842,8/2/2010,0.1649,10/8/2012,0.22703,2/19/2013,0.1225,8/2/2010,0.31516,,
8/3/2010,0.84251,8/3/2010,0.5177,8/3/2010,4.4713,8/3/2010,1.0309,8/3/2010,8.29188,8/3/2010,0.6844,8/3/2010,0.9346,8/3/2010,0.31934,2/17/2012,1.4470,8/3/2010,1.6777,8/3/2010,0.63397,3/19/2013,0.5102,8/3/2010,1.28341,8/3/2010,0.7847,8/3/2010,0.4370,1/3/2013,0.79345,8/3/2010,0.28091,1/13/2011,0.1762,3/8/2012,0.2269,8/3/2010,0.51285,2/23/2012,0.1341,8/3/2010,0.32858,1/10/2012,0.1314,9/3/2010,0.23215,8/3/2010,0.1649,10/9/2012,0.22962,2/20/2013,0.1212,8/3/2010,0.31531,,
8/4/2010,0.84592,8/4/2010,0.5188,8/4/2010,4.47596,8/4/2010,1.0386,8/4/2010,8.28857,8/4/2010,0.6866,8/4/2010,0.9389,8/4/2010,0.31185,2/20/2012,1.4856,8/4/2010,1.6410,8/4/2010,0.64402,3/20/2013,0.5475,8/4/2010,1.26486,8/4/2010,0.7703,8/4/2010,0.4238,1/4/2013,0.79218,8/4/2010,0.27693,1/14/2011,0.1749,3/9/2012,0.2282,8/4/2010,0.49203,2/24/2012,0.1328,8/4/2010,0.32845,1/11/2012,0.1275,9/6/2010,0.23861,8/4/2010,0.1649,10/10/2012,0.23347,2/21/2013,0.1186,8/4/2010,0.31713,,
8/5/2010,0.84838,8/5/2010,0.5200,8/5/2010,4.49505,8/5/2010,1.0421,8/5/2010,8.28815,8/5/2010,0.6754,8/5/2010,0.9623,8/5/2010,0.30201,2/21/2012,1.4831,8/5/2010,1.5662,8/5/2010,0.64399,3/21/2013,0.5423,8/5/2010,1.21456,8/5/2010,0.7470,8/5/2010,0.4190,1/7/2013,0.85411,8/5/2010,0.27434,1/17/2011,0.1736,3/12/2012,0.2217,8/5/2010,0.47526,2/27/2012,0.1251,8/5/2010,0.32457,1/12/2012,0.1288,9/7/2010,0.23351,8/5/2010,0.1623,10/11/2012,0.23348,2/22/2013,0.1173,8/5/2010,0.32297,,
8/6/2010,0.85729,8/6/2010,0.5225,8/6/2010,4.47015,8/6/2010,1.0540,8/6/2010,8.28975,8/6/2010,0.6805,8/6/2010,0.9743,8/6/2010,0.29716,2/22/2012,1.5345,8/6/2010,1.5845,8/6/2010,0.6351,3/22/2013,0.5307,8/6/2010,1.20578,8/6/2010,0.7394,8/6/2010,0.4167,1/8/2013,0.8799,8/6/2010,0.27182,1/18/2011,0.1723,3/13/2012,0.2255,8/6/2010,0.48566,2/28/2012,0.1264,8/6/2010,0.31948,1/13/2012,0.1288,9/8/2010,0.22715,8/6/2010,0.1585,10/12/2012,0.23221,2/25/2013,0.1135,8/6/2010,0.31913,,
8/9/2010,0.86613,8/9/2010,0.5226,8/9/2010,4.49638,8/9/2010,1.0506,8/9/2010,8.2906,8/9/2010,0.6893,8/9/2010,0.9650,8/9/2010,0.30824,2/23/2012,1.4956,8/9/2010,1.6336,8/9/2010,0.63259,3/25/2013,0.5527,8/9/2010,1.20204,8/9/2010,0.7485,8/9/2010,0.4215,1/9/2013,0.90818,8/9/2010,0.27829,1/19/2011,0.1787,3/14/2012,0.2242,8/9/2010,0.48185,2/29/2012,0.1264,8/9/2010,0.31823,1/16/2012,0.1262,9/9/2010,0.22845,8/9/2010,0.1611,10/15/2012,0.23223,2/26/2013,0.1096,8/9/2010,0.32697,,
8/10/2010,0.8397,8/10/2010,0.5138,8/10/2010,4.38591,8/10/2010,1.0234,8/10/2010,8.28879,8/10/2010,0.6729,8/10/2010,0.9401,8/10/2010,0.29712,2/24/2012,1.4908,8/10/2010,1.5560,8/10/2010,0.61957,3/26/2013,0.5503,8/10/2010,1.1992,8/10/2010,0.7316,8/10/2010,0.4119,1/10/2013,0.86823,8/10/2010,0.26792,1/20/2011,0.1709,3/15/2012,0.2203,8/10/2010,0.4753,3/1/2012,0.1161,8/10/2010,0.31944,1/17/2012,0.1288,9/10/2010,0.22975,8/10/2010,0.1584,10/16/2012,0.23093,2/27/2013,0.1173,8/10/2010,0.33275,,
8/11/2010,0.81687,8/11/2010,0.5025,8/11/2010,4.35835,8/11/2010,1.0043,8/11/2010,8.28537,8/11/2010,0.6503,8/11/2010,0.9362,8/11/2010,0.29455,2/27/2012,1.4442,8/11/2010,1.5245,8/11/2010,0.61545,3/27/2013,0.5552,8/11/2010,1.17424,8/11/2010,0.7249,8/11/2010,0.4082,1/11/2013,0.85526,8/11/2010,0.26523,1/21/2011,0.1707,3/16/2012,0.2216,8/11/2010,0.47382,3/2/2012,0.1224,8/11/2010,0.31416,1/18/2012,0.1289,9/13/2010,0.2373,8/11/2010,0.1584,10/17/2012,0.23996,2/28/2013,0.1186,8/11/2010,0.33457,,
8/12/2010,0.81176,8/12/2010,0.4963,8/12/2010,4.32555,8/12/2010,0.9913,8/12/2010,8.2842,8/12/2010,0.6328,8/12/2010,0.9372,8/12/2010,0.2896,2/28/2012,1.5009,8/12/2010,1.5088,8/12/2010,0.60892,3/28/2013,0.5346,8/12/2010,1.18824,8/12/2010,0.7338,8/12/2010,0.4058,1/14/2013,0.90426,8/12/2010,0.26262,1/24/2011,0.1667,3/19/2012,0.2151,8/12/2010,0.47633,3/5/2012,0.1185,8/12/2010,0.30639,1/19/2012,0.1315,9/14/2010,0.24236,8/12/2010,0.1558,10/18/2012,0.23999,3/1/2013,0.1199,8/12/2010,0.32184,,
8/13/2010,0.81751,8/13/2010,0.4972,8/13/2010,4.30363,8/13/2010,0.9860,8/13/2010,8.27919,8/13/2010,0.6361,8/13/2010,0.9449,8/13/2010,0.28942,2/29/2012,1.4519,8/13/2010,1.5619,8/13/2010,0.61499,4/2/2013,0.5153,8/13/2010,1.22354,8/13/2010,0.7398,8/13/2010,0.4091,1/15/2013,0.90169,8/13/2010,0.26761,1/25/2011,0.1720,3/20/2012,0.2100,8/13/2010,0.47604,3/6/2012,0.1134,8/13/2010,0.30878,1/20/2012,0.1327,9/15/2010,0.23856,8/13/2010,0.1544,10/19/2012,0.24,3/4/2013,0.1186,8/13/2010,0.32457,,
8/16/2010,0.8263,8/16/2010,0.4997,8/16/2010,4.36824,8/16/2010,1.0071,8/16/2010,8.27972,8/16/2010,0.6461,8/16/2010,0.9473,8/16/2010,0.29557,3/1/2012,1.3410,8/16/2010,1.5672,8/16/2010,0.59444,4/3/2013,0.5218,8/16/2010,1.2159,8/16/2010,0.7295,8/16/2010,0.4079,1/16/2013,0.89649,8/16/2010,0.26763,1/26/2011,0.1708,3/21/2012,0.2086,8/16/2010,0.47349,3/7/2012,0.1146,8/16/2010,0.31781,1/26/2012,0.1367,9/16/2010,0.23856,8/16/2010,0.1557,10/22/2012,0.24,3/5/2013,0.1160,8/16/2010,0.31874,,
8/17/2010,0.82402,8/17/2010,0.4986,8/17/2010,4.34369,8/17/2010,1.0121,8/17/2010,8.28196,8/17/2010,0.6488,8/17/2010,0.9581,8/17/2010,0.2932,3/2/2012,1.3946,8/17/2010,1.5779,8/17/2010,0.6049,4/5/2013,0.5087,8/17/2010,1.1995,8/17/2010,0.7310,8/17/2010,0.4057,1/17/2013,0.86556,8/17/2010,0.2677,1/27/2011,0.1669,3/22/2012,0.2099,8/17/2010,0.47234,3/8/2012,0.1173,8/17/2010,0.31661,1/27/2012,0.1354,9/17/2010,0.23863,8/17/2010,0.1544,10/24/2012,0.24128,3/6/2013,0.1173,8/17/2010,0.33735,,
8/18/2010,0.81287,8/18/2010,0.4962,8/18/2010,4.29265,8/18/2010,1.0075,8/18/2010,8.28281,8/18/2010,0.6513,8/18/2010,1.0591,8/18/2010,0.29323,3/5/2012,1.3731,8/18/2010,1.5883,8/18/2010,0.60625,4/8/2013,0.5075,8/18/2010,1.18675,8/18/2010,0.7234,8/18/2010,0.4033,1/18/2013,0.90937,8/18/2010,0.26515,1/28/2011,0.1681,3/23/2012,0.2073,8/18/2010,0.48139,3/9/2012,0.1212,8/18/2010,0.31149,1/30/2012,0.1302,9/20/2010,0.23863,8/18/2010,0.1545,10/25/2012,0.24128,3/7/2013,0.1186,8/18/2010,0.32959,,
8/19/2010,0.81777,8/19/2010,0.4986,8/19/2010,4.31789,8/19/2010,1.0097,8/19/2010,8.28185,8/19/2010,0.6575,8/19/2010,1.0742,8/19/2010,0.29319,3/6/2012,1.3346,8/19/2010,1.5650,8/19/2010,0.61004,4/9/2013,0.5139,8/19/2010,1.17632,8/19/2010,0.7259,8/19/2010,0.4021,1/21/2013,0.92739,8/19/2010,0.26512,1/31/2011,0.1668,3/26/2012,0.2073,8/19/2010,0.48134,3/12/2012,0.1212,8/19/2010,0.31532,1/31/2012,0.1328,9/21/2010,0.23998,8/19/2010,0.1570,10/26/2012,0.23354,3/8/2013,0.1212,8/19/2010,0.33833,,
8/20/2010,0.8159,8/20/2010,0.4970,8/20/2010,4.28889,8/20/2010,1.0008,8/20/2010,8.27557,8/20/2010,0.6619,8/20/2010,1.1050,8/20/2010,0.29297,3/7/2012,1.3473,8/20/2010,1.5304,8/20/2010,0.61215,4/10/2013,0.5230,8/20/2010,1.17671,8/20/2010,0.7163,8/20/2010,0.4160,1/22/2013,0.8577,8/20/2010,0.26749,2/1/2011,0.1694,3/27/2012,0.2086,8/20/2010,0.47583,3/13/2012,0.1276,8/20/2010,0.31636,2/1/2012,0.1315,9/22/2010,0.2401,8/20/2010,0.1569,10/29/2012,0.23741,3/11/2013,0.1173,8/20/2010,0.33709,,
8/23/2010,0.80727,8/23/2010,0.4946,8/23/2010,4.25729,8/23/2010,0.9904,8/23/2010,8.27663,8/23/2010,0.6570,8/23/2010,1.0559,8/23/2010,0.28933,3/8/2012,1.3616,8/23/2010,1.5074,8/23/2010,0.60708,4/11/2013,0.5205,8/23/2010,1.17043,8/23/2010,0.6997,8/23/2010,0.4113,1/23/2013,0.86289,8/23/2010,0.25981,2/2/2011,0.1721,3/28/2012,0.2074,8/23/2010,0.46303,3/14/2012,0.1211,8/23/2010,0.31898,2/2/2012,0.1328,9/24/2010,0.23886,8/23/2010,0.1569,10/30/2012,0.23871,3/12/2013,0.1096,8/23/2010,0.32447,,
8/24/2010,0.80209,8/24/2010,0.4908,8/24/2010,4.21767,8/24/2010,0.9808,8/24/2010,8.27461,8/24/2010,0.6457,8/24/2010,1.0299,8/24/2010,0.28926,3/9/2012,1.3615,8/24/2010,1.5122,8/24/2010,0.61465,4/12/2013,0.5231,8/24/2010,1.14186,8/24/2010,0.6995,8/24/2010,0.4089,1/24/2013,0.85773,8/24/2010,0.26103,2/7/2011,0.1709,3/29/2012,0.2048,8/24/2010,0.47192,3/15/2012,0.1198,8/24/2010,0.31761,2/3/2012,0.1328,9/27/2010,0.23883,8/24/2010,0.1569,10/31/2012,0.23999,3/13/2013,0.0992,8/24/2010,0.32926,,
8/25/2010,0.80455,8/25/2010,0.4883,8/25/2010,4.20465,8/25/2010,0.9796,8/25/2010,8.27429,8/25/2010,0.6370,8/25/2010,1.0135,8/25/2010,0.27945,3/12/2012,1.3896,8/25/2010,1.4787,8/25/2010,0.62491,4/15/2013,0.5217,8/25/2010,1.13667,8/25/2010,0.6969,8/25/2010,0.4077,1/25/2013,0.79832,8/25/2010,0.26359,2/8/2011,0.1709,3/30/2012,0.2009,8/25/2010,0.47061,3/16/2012,0.1237,8/25/2010,0.31631,2/6/2012,0.1354,9/28/2010,0.23382,8/25/2010,0.1543,11/1/2012,0.24,3/14/2013,0.1044,8/25/2010,0.33607,,
8/26/2010,0.80066,8/26/2010,0.4882,8/26/2010,3.94035,8/26/2010,0.9712,8/26/2010,8.2728,8/26/2010,0.6356,8/26/2010,1.0355,8/26/2010,0.27572,3/13/2012,1.4743,8/26/2010,1.4167,8/26/2010,0.6428,4/16/2013,0.5217,8/26/2010,1.11847,8/26/2010,0.6865,8/26/2010,0.4040,1/28/2013,0.84304,8/26/2010,0.25969,2/9/2011,0.1721,4/2/2012,0.2048,8/26/2010,0.46024,3/19/2012,0.1185,8/26/2010,0.3124,2/7/2012,0.1341,9/29/2010,0.23257,8/26/2010,0.1556,11/2/2012,0.23999,3/15/2013,0.1044,8/26/2010,0.32919,,
8/27/2010,0.80063,8/27/2010,0.4857,8/27/2010,3.86949,8/27/2010,0.9747,8/27/2010,8.27248,8/27/2010,0.6331,8/27/2010,1.0121,8/27/2010,0.28061,3/14/2012,1.4662,8/27/2010,1.4064,8/27/2010,0.6402,4/17/2013,0.5191,8/27/2010,1.05029,8/27/2010,0.6942,8/27/2010,0.4005,1/29/2013,0.85711,8/27/2010,0.25839,2/10/2011,0.1656,4/3/2012,0.2138,8/27/2010,0.45508,3/20/2012,0.1172,8/27/2010,0.30596,2/8/2012,0.1457,9/30/2010,0.23878,8/27/2010,0.1504,11/5/2012,0.23483,3/18/2013,0.1031,8/27/2010,0.32918,,
8/30/2010,0.81058,8/30/2010,0.4906,8/30/2010,3.82435,8/30/2010,0.9828,8/30/2010,8.27217,8/30/2010,0.6393,8/30/2010,1.0483,8/30/2010,0.27937,3/15/2012,1.4791,8/30/2010,1.4398,8/30/2010,0.63889,4/18/2013,0.5204,8/30/2010,1.06696,8/30/2010,0.6955,8/30/2010,0.4040,1/30/2013,0.85711,8/30/2010,0.25967,2/11/2011,0.1655,4/5/2012,0.2087,8/30/2010,0.43964,3/21/2012,0.1172,8/30/2010,0.30595,2/9/2012,0.1573,10/4/2010,0.23507,8/30/2010,0.1504,11/6/2012,0.23612,3/19/2013,0.0992,8/30/2010,0.33306,,
8/31/2010,0.80065,8/31/2010,0.4820,8/31/2010,3.81817,8/31/2010,0.9642,8/31/2010,8.2727,8/31/2010,0.6269,8/31/2010,1.0425,8/31/2010,0.28552,3/16/2012,1.4815,8/31/2010,1.4501,8/31/2010,0.64022,4/19/2013,0.5268,8/31/2010,1.07217,8/31/2010,0.7006,8/31/2010,0.4052,1/31/2013,0.81356,8/31/2010,0.25712,2/14/2011,0.1642,4/10/2012,0.2086,8/31/2010,0.42681,3/22/2012,0.1172,8/31/2010,0.30211,2/10/2012,0.1483,10/5/2010,0.23512,8/31/2010,0.1517,11/7/2012,0.23869,3/20/2013,0.1005,8/31/2010,0.32919,,
9/1/2010,0.8036,9/1/2010,0.4811,9/1/2010,3.84605,9/1/2010,0.9741,9/1/2010,8.27738,9/1/2010,0.6310,9/1/2010,1.0724,9/1/2010,0.29058,3/19/2012,1.4325,9/1/2010,1.4587,9/1/2010,0.66502,4/22/2013,0.5345,9/1/2010,1.0895,9/1/2010,0.7139,9/1/2010,0.4066,2/1/2013,0.80198,9/1/2010,0.25855,2/15/2011,0.1604,4/11/2012,0.2061,9/1/2010,0.42963,3/23/2012,0.1133,9/1/2010,0.31514,2/13/2012,0.1496,10/6/2010,0.23892,9/1/2010,0.1518,11/8/2012,0.23609,3/21/2013,0.1056,9/1/2010,0.33424,,
9/2/2010,0.81026,9/2/2010,0.4862,9/2/2010,3.89951,9/2/2010,0.9840,9/2/2010,8.50686,9/2/2010,0.6525,9/2/2010,1.0917,9/2/2010,0.29196,3/20/2012,1.4092,9/2/2010,1.5135,9/2/2010,0.67566,4/23/2013,0.5216,9/2/2010,1.10293,9/2/2010,0.7117,9/2/2010,0.4151,2/4/2013,0.79189,9/2/2010,0.2664,2/16/2011,0.1540,4/12/2012,0.2074,9/2/2010,0.43757,3/26/2012,0.1133,9/2/2010,0.32174,2/14/2012,0.1509,10/7/2010,0.23895,9/2/2010,0.1532,11/9/2012,0.23481,3/22/2013,0.1082,9/2/2010,0.37342,,
9/3/2010,0.81014,9/3/2010,0.4886,9/3/2010,3.89896,9/3/2010,0.9791,9/3/2010,8.9689,9/3/2010,0.6524,9/3/2010,1.0963,9/3/2010,0.30173,3/21/2012,1.3986,9/3/2010,1.5519,9/3/2010,0.67556,4/24/2013,0.5255,9/3/2010,1.10149,9/3/2010,0.7193,9/3/2010,0.4151,2/5/2013,0.7776,9/3/2010,0.26379,2/17/2011,0.1477,4/13/2012,0.2152,9/3/2010,0.45424,3/27/2012,0.1159,9/3/2010,0.32298,2/15/2012,0.1574,10/8/2010,0.23884,9/3/2010,0.1557,11/12/2012,0.23869,3/25/2013,0.1082,9/3/2010,0.36654,,
9/6/2010,0.82325,9/6/2010,0.5001,9/6/2010,3.97275,9/6/2010,0.9928,9/6/2010,9.01435,9/6/2010,0.6616,9/6/2010,1.1288,9/6/2010,0.31669,3/22/2012,1.3933,9/6/2010,1.5891,9/6/2010,0.69024,4/25/2013,0.5319,9/6/2010,1.13323,9/6/2010,0.7289,9/6/2010,0.4249,2/6/2013,0.77117,9/6/2010,0.26914,2/18/2011,0.1516,4/16/2012,0.2101,9/6/2010,0.47647,3/28/2012,0.1095,9/6/2010,0.33096,2/16/2012,0.1599,10/11/2010,0.23882,9/6/2010,0.1597,11/13/2012,0.2374,3/26/2013,0.1070,9/6/2010,0.3756,,
9/7/2010,0.82173,9/7/2010,0.5024,9/7/2010,3.94567,9/7/2010,0.9913,9/7/2010,9.04351,9/7/2010,0.6601,9/7/2010,1.1179,9/7/2010,0.31781,3/23/2012,1.3955,9/7/2010,1.5963,9/7/2010,0.69001,4/26/2013,0.5410,9/7/2010,1.14315,9/7/2010,0.7119,9/7/2010,0.4236,2/7/2013,0.72725,9/7/2010,0.26777,2/21/2011,0.1542,4/17/2012,0.2101,9/7/2010,0.49176,3/29/2012,0.1095,9/7/2010,0.32956,2/17/2012,0.1548,10/12/2010,0.23628,9/7/2010,0.1583,11/14/2012,0.23869,3/27/2013,0.1005,9/7/2010,0.40473,,
9/8/2010,0.8152,9/8/2010,0.4948,9/8/2010,3.87996,9/8/2010,0.9710,9/8/2010,8.93098,9/8/2010,0.6363,9/8/2010,1.1163,9/8/2010,0.31279,3/26/2012,1.3877,9/8/2010,1.5674,9/8/2010,0.68462,4/29/2013,0.5386,9/8/2010,1.14533,9/8/2010,0.7026,9/8/2010,0.4282,2/8/2013,0.72853,9/8/2010,0.27153,2/22/2011,0.1489,4/18/2012,0.2100,9/8/2010,0.48258,3/30/2012,0.1121,9/8/2010,0.33073,2/20/2012,0.1586,10/13/2010,0.24128,9/8/2010,0.1557,11/15/2012,0.23736,3/28/2013,0.1031,9/8/2010,0.40946,,
9/9/2010,0.82285,9/9/2010,0.4986,9/9/2010,3.85497,9/9/2010,0.9864,9/9/2010,9.06142,9/9/2010,0.6339,9/9/2010,1.1306,9/9/2010,0.31163,3/27/2012,1.4167,9/9/2010,1.5420,9/9/2010,0.68347,4/30/2013,0.5438,9/9/2010,1.12238,9/9/2010,0.7028,9/9/2010,0.4366,2/14/2013,0.77119,9/9/2010,0.26901,2/23/2011,0.1501,4/19/2012,0.2061,9/9/2010,0.4801,4/2/2012,0.1107,9/9/2010,0.32951,2/21/2012,0.1806,10/14/2010,0.24764,9/9/2010,0.1596,11/16/2012,0.23865,4/2/2013,0.1005,9/9/2010,0.40954,,
9/10/2010,0.82552,9/10/2010,0.4987,9/10/2010,3.83645,9/10/2010,0.9819,9/10/2010,9.11478,9/10/2010,0.6278,9/10/2010,1.1508,9/10/2010,0.31169,3/28/2012,1.4013,9/10/2010,1.5449,9/10/2010,0.69005,5/2/2013,0.5400,9/10/2010,1.11746,9/10/2010,0.6913,9/10/2010,0.4283,2/15/2013,0.7931,9/10/2010,0.26392,2/24/2011,0.1488,4/20/2012,0.2100,9/10/2010,0.48277,4/3/2012,0.1159,9/10/2010,0.32829,2/22/2012,0.2179,10/15/2010,0.23885,9/10/2010,0.1609,11/19/2012,0.23736,4/3/2013,0.1005,9/10/2010,0.41255,,
9/13/2010,0.84305,9/13/2010,0.5049,9/13/2010,3.97188,9/13/2010,0.9949,9/13/2010,9.33424,9/13/2010,0.6415,9/13/2010,1.1720,9/13/2010,0.31785,3/29/2012,1.4271,9/13/2010,1.5682,9/13/2010,0.69524,5/3/2013,0.5426,9/13/2010,1.12011,9/13/2010,0.6888,9/13/2010,0.4355,2/18/2013,0.7596,9/13/2010,0.2678,2/25/2011,0.1488,4/23/2012,0.2023,9/13/2010,0.48796,4/5/2012,0.1133,9/13/2010,0.33217,2/23/2012,0.2076,10/18/2010,0.23634,9/13/2010,0.1597,11/20/2012,0.2387,4/5/2013,0.0940,9/13/2010,0.43111,,
9/14/2010,0.84443,9/14/2010,0.5050,9/14/2010,3.98537,9/14/2010,1.0009,9/14/2010,9.44514,9/14/2010,0.6441,9/14/2010,1.1850,9/14/2010,0.3179,3/30/2012,1.4013,9/14/2010,1.5658,9/14/2010,0.69921,5/6/2013,0.5541,9/14/2010,1.09067,9/14/2010,0.6812,9/14/2010,0.4439,2/19/2013,0.71056,9/14/2010,0.26784,2/28/2011,0.1502,4/24/2012,0.2036,9/14/2010,0.47387,4/10/2012,0.1120,9/14/2010,0.33093,2/24/2012,0.2218,10/19/2010,0.23626,9/14/2010,0.1610,11/21/2012,0.23999,4/8/2013,0.0927,9/14/2010,0.43781,,
9/15/2010,0.84184,9/15/2010,0.5000,9/15/2010,3.98491,9/15/2010,0.9996,9/15/2010,9.46336,9/15/2010,0.6378,9/15/2010,1.2107,9/15/2010,0.31541,4/2/2012,1.4345,9/15/2010,1.5270,9/15/2010,0.70814,5/7/2013,0.5541,9/15/2010,1.09054,9/15/2010,0.6863,9/15/2010,0.4628,2/20/2013,0.70537,9/15/2010,0.26909,3/1/2011,0.1541,4/25/2012,0.2049,9/15/2010,0.47124,4/11/2012,0.1108,9/15/2010,0.32317,2/27/2012,0.2076,10/20/2010,0.22992,9/15/2010,0.1597,11/22/2012,0.23739,4/9/2013,0.0915,9/15/2010,0.43132,,
9/16/2010,0.83683,9/16/2010,0.4988,9/16/2010,3.96555,9/16/2010,0.9914,9/16/2010,9.34092,9/16/2010,0.6204,9/16/2010,1.1990,9/16/2010,0.3154,4/3/2012,1.4914,9/16/2010,1.4626,9/16/2010,0.69397,5/8/2013,0.5529,9/16/2010,1.08538,9/16/2010,0.6875,9/16/2010,0.4580,2/21/2013,0.72977,9/16/2010,0.26909,3/2/2011,0.1566,4/26/2012,0.2062,9/16/2010,0.47381,4/12/2012,0.1108,9/16/2010,0.3296,2/28/2012,0.2037,10/21/2010,0.22732,9/16/2010,0.1584,11/23/2012,0.2387,4/10/2013,0.0940,9/16/2010,0.44741,,
9/17/2010,0.85708,9/17/2010,0.5039,9/17/2010,3.97965,9/17/2010,0.9929,9/17/2010,9.4726,9/17/2010,0.6243,9/17/2010,1.2087,9/17/2010,0.32532,4/5/2012,1.5198,9/17/2010,1.4785,9/17/2010,0.71222,5/9/2013,0.5516,9/17/2010,1.10374,9/17/2010,0.7071,9/17/2010,0.4689,2/22/2013,0.74523,9/17/2010,0.27304,3/3/2011,0.1618,4/27/2012,0.2049,9/17/2010,0.46236,4/13/2012,0.1121,9/17/2010,0.34387,2/29/2012,0.2037,10/22/2010,0.22861,9/17/2010,0.1610,11/26/2012,0.23871,4/11/2013,0.0928,9/17/2010,0.46258,,
9/20/2010,0.84459,9/20/2010,0.5026,9/20/2010,3.99897,9/20/2010,0.9847,9/20/2010,9.43396,9/20/2010,0.6256,9/20/2010,1.2252,9/20/2010,0.32041,4/10/2012,1.5094,9/20/2010,1.4760,9/20/2010,0.69547,5/10/2013,0.5644,9/20/2010,1.10117,9/20/2010,0.7006,9/20/2010,0.4677,2/25/2013,0.72843,9/20/2010,0.27819,3/4/2011,0.1618,4/30/2012,0.2114,9/20/2010,0.46365,4/16/2012,0.1121,9/20/2010,0.3516,3/1/2012,0.1896,10/25/2010,0.22627,9/20/2010,0.1610,11/27/2012,0.24128,4/12/2013,0.0902,9/20/2010,0.47009,,
9/21/2010,0.84114,9/21/2010,0.5041,9/21/2010,4.04551,9/21/2010,0.9874,9/21/2010,9.64351,9/21/2010,0.6271,9/21/2010,1.1998,9/21/2010,0.32053,4/11/2012,1.5094,9/21/2010,1.4842,9/21/2010,0.69057,5/13/2013,0.5592,9/21/2010,1.0977,9/21/2010,0.7060,9/21/2010,0.4667,2/26/2013,0.72312,9/21/2010,0.27958,3/7/2011,0.1593,5/2/2012,0.2075,9/21/2010,0.45737,4/17/2012,0.1134,9/21/2010,0.36203,3/2/2012,0.1998,10/26/2010,0.22498,9/21/2010,0.1611,11/28/2012,0.23999,4/15/2013,0.0889,9/21/2010,0.46167,,
9/22/2010,0.84657,9/22/2010,0.5056,9/22/2010,4.06043,9/22/2010,0.9844,9/22/2010,9.59035,9/22/2010,0.6224,9/22/2010,1.2004,9/22/2010,0.317,4/12/2012,1.5326,9/22/2010,1.4746,9/22/2010,0.68318,5/14/2013,0.5604,9/22/2010,1.10212,9/22/2010,0.7154,9/22/2010,0.4621,2/27/2013,0.73607,9/22/2010,0.27843,3/8/2011,0.1592,5/3/2012,0.2101,9/22/2010,0.46147,4/18/2012,0.1134,9/22/2010,0.37124,3/5/2012,0.1945,10/27/2010,0.21995,9/22/2010,0.1637,11/29/2012,0.24129,4/16/2013,0.0889,9/22/2010,0.45331,,
